"ACOC";"BIOAC";"HF";"HT";"H";"ACI";"AEI";"M";"NDSI";"ADI";"NP";"SM";"FILERANK";"5MNPERIOD";"FILE";"START"
0,99872;17,9636079966704;0,92954046715003;0,915717915036995;0,851196858521139;12265,7626822987;0,586032;8,35404990552314e-13;-0,209892955980714;2,517345;20;1;5;1;"SMJYB01_20220410_092813.wav";2022-04-10 09:53:13
1;38,5794224065361;0,979992513729992;0,967176128078776;0,94782536497556;9469,84126621888;0,582786;1,73932763366982e-12;0,275546949932314;2,42891;35;1;5;2;"SMJYB01_20220410_092813.wav";2022-04-10 09:48:13
1;57,4913906348722;0,982586064010161;0,931681908789225;0,915457659666679;8956,35735534454;0,490015;1,79096983884701e-12;0,167206397195503;2,580203;3;1;5;3;"SMJYB01_20220410_092813.wav";2022-04-10 09:43:13
1;56,2948897817181;0,982544533530303;0,927575972868806;0,911384701576298;8932,79121681884;0,507372;1,79110871910447e-12;0,179189843281181;2,544894;3;1;5;4;"SMJYB01_20220410_092813.wav";2022-04-10 09:38:13
1;66,4420592960193;0,98260830391532;0,9664879525338;0,949679087793827;8996,78775068078;0,476006;1,79211113706229e-12;0,160998863373374;2,609396;3;1;5;5;"SMJYB01_20220410_092813.wav";2022-04-10 09:33:13
1;56,4853836156244;0,982691082758981;0,927563262885627;0,91150814713253;8885,45516302022;0,55484;1,79335411823407e-12;0,165980629395845;2,449001;2;1;6;1;"SMJYB01_20220410_095802.wav";2022-04-10 10:23:02
1;57,4388826677784;0,982529847784158;0,930353353027953;0,914099938336035;8916,3803811876;0,490426;1,78987529253532e-12;0,179088036193621;2,578649;2;1;6;2;"SMJYB01_20220410_095802.wav";2022-04-10 10:18:02
1;67,4873049828538;0,975121965815758;0,942772277115534;0,919317956177498;9044,98518535993;0,472163;1,43979593565338e-12;0,2117110193496;2,649582;1;1;6;3;"SMJYB01_20220410_095802.wav";2022-04-10 10:13:02
1;70,7943651495681;0,982068083384621;0,952151894796688;0,935077986414018;9332,87400105958;0,430972;1,77003004563065e-12;0,213720807626211;2,70509;1;1;6;4;"SMJYB01_20220410_095802.wav";2022-04-10 10:08:02
1;39,2792701420597;0,981621620397357;0,922331064680481;0,905380114254473;9543,7316589434;0,464082;1,74886733053899e-12;0,218141020226481;2,637558;5;1;6;5;"SMJYB01_20220410_095802.wav";2022-04-10 10:03:02
