"ACOC";"BIOAC";"HF";"HT";"H";"ACI";"AEI";"M";"ADI";"NP";"SM";"FILERANK";"5MNPERIOD";"FILE";"START"
0,990435555555556;12,2391623865758;0,948380346811927;0,921783817074673;0,8742016561229;10811,398312274;0,697364;1,11872113511801e-12;2,143283;26;5;1;1;"SMJYB05_20220408_095147.wav";2022-04-08 10:16:47
1;48,4603773442489;0,981500594556781;0,955891125251152;0,938207707765556;8061,36739663433;0,652886;1,7647349138398e-12;2,273765;3;5;1;2;"SMJYB05_20220408_095147.wav";2022-04-08 10:11:47
1;50,0675448175697;0,983021818108886;0,927144458284489;0,911403231032397;7870,38904292445;0,530217;1,80270432023191e-12;2,497579;0;5;1;3;"SMJYB05_20220408_095147.wav";2022-04-08 10:06:47
1;50,0503391337194;0,983036841671411;0,926901301811527;0,911178128273923;7871,25175997423;0,449406;1,80537288948986e-12;2,64659;0;5;1;4;"SMJYB05_20220408_095147.wav";2022-04-08 10:01:47
1;50,1825139084292;0,983046414412859;0,927279720080973;0,91155900398336;7864,61585459087;0,459152;1,80616314528189e-12;2,62931;0;5;1;5;"SMJYB05_20220408_095147.wav";2022-04-08 09:56:47
1;50,0178187973733;0,983044636379887;0,926922234575654;0,911205931040856;7866,65819560222;0,450854;1,80577549441967e-12;2,6441;0;5;2;1;"SMJYB05_20220408_102102.wav";2022-04-08 10:46:02
1;49,9854359179214;0,983034018985709;0,926760879026832;0,911037471548475;7865,34679287081;0,452302;1,80426749661962e-12;2,641297;0;5;2;2;"SMJYB05_20220408_102102.wav";2022-04-08 10:41:02
1;49,7867481721694;0,983061070467865;0,926971250978689;0,911269350280045;7867,2249786092;0,463701;1,80406189649951e-12;2,621126;0;5;2;3;"SMJYB05_20220408_102102.wav";2022-04-08 10:36:02
1;49,8819913227279;0,983056387014094;0,927077426776865;0,911369385649588;7864,67940855773;0,483272;1,80605419337321e-12;2,585279;1;5;2;4;"SMJYB05_20220408_102102.wav";2022-04-08 10:31:02
1;49,7210415654498;0,983079070934215;0,927260914480479;0,91157079832108;7869,94180785989;0,476827;1,80480201363025e-12;2,597198;0;5;2;5;"SMJYB05_20220408_102102.wav";2022-04-08 10:26:02
1;49,6125546040205;0,983054214715187;0,926977518353817;0,911269156363945;7866,50727800613;0,475584;1,80581231857282e-12;2,599712;0;5;3;1;"SMJYB05_20220408_105102.wav";2022-04-08 11:16:02
1;49,8115829584782;0,98306202097824;0,927404913950081;0,911696548972917;7874,92403000624;0,454051;1,80512102681267e-12;2,638806;0;5;3;2;"SMJYB05_20220408_105102.wav";2022-04-08 11:11:02
1;49,5877730629855;0,983052474289434;0,926846009332588;0,911138262759688;7869,65560913575;0,459784;1,80491996140977e-12;2,62862;0;5;3;3;"SMJYB05_20220408_105102.wav";2022-04-08 11:06:02
1;49,7800135908257;0,983057001622454;0,927148843246915;0,911440161900039;7864,22298256772;0,521572;1,80383960702593e-12;2,514846;1;5;3;4;"SMJYB05_20220408_105102.wav";2022-04-08 11:01:02
1;49,8462385337344;0,982987494121581;0,926653833327472;0,910889129540729;7864,49721478029;0,525736;1,80324567532828e-12;2,506666;0;5;3;5;"SMJYB05_20220408_105102.wav";2022-04-08 10:56:02
1;49,9461736720679;0,983052929716399;0,927183589469652;0,911470544013108;7868,90716673823;0,453844;1,80461700917997e-12;2,638519;0;5;4;1;"SMJYB05_20220408_112102.wav";2022-04-08 11:46:02
1;49,8086463875738;0,983071580629336;0,92648990441992;0,910805894775213;7867,34367217499;0,451281;1,80555887556572e-12;2,64336;0;5;4;2;"SMJYB05_20220408_112102.wav";2022-04-08 11:41:02
1;49,7957200521706;0,982995653333338;0,927471745859672;0,911700694769541;7887,59303324568;0,503745;1,80334170206917e-12;2,54955;0;5;4;3;"SMJYB05_20220408_112102.wav";2022-04-08 11:36:02
1;49,6887348236337;0,983071871523236;0,925879838165325;0,910206425310818;7862,12007018848;0,450572;1,80641822999944e-12;2,64434;0;5;4;4;"SMJYB05_20220408_112102.wav";2022-04-08 11:31:02
1;49,8229582834975;0,983045256153777;0,926599636858789;0,910889377367845;7870,49406707603;0,463552;1,80321663043436e-12;2,621318;1;5;4;5;"SMJYB05_20220408_112102.wav";2022-04-08 11:26:02
1;49,7347259144085;0,983058003009604;0,925767251189947;0,910082905206479;7869,8906254679;0,462745;1,80649047191662e-12;2,622059;0;5;5;1;"SMJYB05_20220408_115102.wav";2022-04-08 12:16:02
1;49,9123720403879;0,983055086792875;0,926438316290409;0,910739899429113;7867,82768584856;0,458834;1,80599586280503e-12;2,629443;0;5;5;2;"SMJYB05_20220408_115102.wav";2022-04-08 12:11:02
1;49,9306924871997;0,982948701108723;0,926118637258928;0,910327111566244;7874,19596384269;0,541507;1,80219944447842e-12;2,476089;0;5;5;3;"SMJYB05_20220408_115102.wav";2022-04-08 12:06:02
1;49,869805972306;0,983055750828032;0,926284659077721;0,910589461010136;7877,58858318077;0,453023;1,80566968869649e-12;2,640134;0;5;5;4;"SMJYB05_20220408_115102.wav";2022-04-08 12:01:02
1;50,1296220248211;0,982691019869247;0,926097041313803;0,910067246026553;7881,00560267652;0,586261;1,79658022410414e-12;2,39283;1;5;5;5;"SMJYB05_20220408_115102.wav";2022-04-08 11:56:02
1;49,8173776431177;0,983073361974244;0,926150372850731;0,910473760732068;7868,93212389521;0,451581;1,80459533028837e-12;2,642716;0;5;6;1;"SMJYB05_20220408_122102.wav";2022-04-08 12:46:02
1;49,8733619208995;0,983061386806869;0,926354024038316;0,910662871545231;7870,54176866013;0,463663;1,80445314315139e-12;2,620538;0;5;6;2;"SMJYB05_20220408_122102.wav";2022-04-08 12:41:02
1;49,8399374309039;0,982960642609307;0,926134075032934;0,910353345536749;7873,37517829755;0,503071;1,8007836359152e-12;2,548104;1;5;6;3;"SMJYB05_20220408_122102.wav";2022-04-08 12:36:02
1;50,0070790552162;0,982767481738886;0,926732990445484;0,910763047264456;7869,28876425444;0,571596;1,79366446471255e-12;2,420027;0;5;6;4;"SMJYB05_20220408_122102.wav";2022-04-08 12:31:02
1;49,9051888069227;0,98298649993037;0,926314836842635;0,910554979301514;7867,40574306543;0,544554;1,80279729375412e-12;2,470219;1;5;6;5;"SMJYB05_20220408_122102.wav";2022-04-08 12:26:02
1;50,0702452119219;0,983053628530582;0,927103327790621;0,911392290407347;7865,18918184026;0,454259;1,80410991267635e-12;2,637634;0;5;7;1;"SMJYB05_20220408_125102.wav";2022-04-08 13:16:02
1;49,8364110700381;0,98302148569785;0,926194223124712;0,91046882126082;7865,62877572702;0,473009;1,80361164900091e-12;2,603423;0;5;7;2;"SMJYB05_20220408_125102.wav";2022-04-08 13:11:02
1;49,8872168674123;0,983054275989792;0,926511262246817;0,910810858104433;7870,49193923855;0,501834;1,80603506533177e-12;2,550358;0;5;7;3;"SMJYB05_20220408_125102.wav";2022-04-08 13:06:02
