"ACOC";"BIOAC";"HF";"HT";"H";"ACI";"AEI";"M";"NDSI";"ADI";"NP";"SM";"FILERANK";"5MNPERIOD";"FILE";"START"
0,99968;19,2671793786627;0,949416811649867;0,924078956185511;0,877336096294384;11178,3054639816;0,707418;1,15232552920654e-12;-0,110089576533945;2,161116;33;4;1;1;"SMAJYB04_20220408_101630.wav";2022-04-08 10:41:30
1;63,0776276208949;0,982850198827306;0,924295609809337;0,908444123876313;8827,9797916883;0,539694;1,78925852332936e-12;0,0209420218404386;2,473494;2;4;1;2;"SMAJYB04_20220408_101630.wav";2022-04-08 10:36:30
1;63,4315432964647;0,982571601395831;0,92574874494901;0,90961442681473;8841,72997399926;0,536249;1,78201718817209e-12;0,0693714332529582;2,480687;1;4;1;3;"SMAJYB04_20220408_101630.wav";2022-04-08 10:31:30
1;63,1894027658256;0,982973302572829;0,924849789683828;0,909102652149299;8820,87744084062;0,467021;1,79110918941493e-12;0,0177654226285973;2,609909;1;4;1;4;"SMAJYB04_20220408_101630.wav";2022-04-08 10:26:30
1;63,108761580167;0,982956762125269;0,924442686258445;0,908687189654987;8815,21411411419;0,465805;1,79041754249169e-12;0,0208588976212227;2,612228;1;4;1;5;"SMAJYB04_20220408_101630.wav";2022-04-08 10:21:30
1;63,2687211892303;0,982971481610593;0,924995626190087;0,909244321159388;8818,16373294023;0,483094;1,79184797081108e-12;0,0200034328578007;2,579865;1;4;2;1;"SMAJYB04_20220408_104602.wav";2022-04-08 11:11:02
1;63,237533671856;0,98296835386667;0,924856424798365;0,909104597447062;8812,02610204759;0,470603;1,79076802984021e-12;0,0208219665752925;2,603336;1;4;2;2;"SMAJYB04_20220408_104602.wav";2022-04-08 11:06:02
1;63,193140066981;0,982941634024458;0,92465053629133;0,908877509043792;8817,31983990647;0,502142;1,78937118770588e-12;0,0304558082593891;2,543894;2;4;2;3;"SMAJYB04_20220408_104602.wav";2022-04-08 11:01:02
1;63,3084421521243;0,982967725700397;0,925135859803081;0,909378692074516;8811,15128658756;0,46303;1,79114176870248e-12;0,0215011100540417;2,617435;1;4;2;4;"SMAJYB04_20220408_104602.wav";2022-04-08 10:56:02
1;63,146032050127;0,982955155639674;0,924692019651982;0,908930788095778;8813,78893293106;0,477529;1,79251727906166e-12;0,0214330461515865;2,590419;1;4;2;5;"SMAJYB04_20220408_104602.wav";2022-04-08 10:51:02
1;63,1993161093289;0,982965420241559;0,924738457719608;0,908985926705885;8816,29898937827;0,466773;1,79259048180693e-12;0,0272647025460752;2,610545;1;4;3;1;"SMAJYB04_20220408_111602.wav";2022-04-08 11:41:02
1;63,1449306271322;0,982955504294649;0,924827236068206;0,90906402221485;8813,59399057079;0,516752;1,79282845091272e-12;0,0241612190032841;2,515885;1;4;3;2;"SMAJYB04_20220408_111602.wav";2022-04-08 11:36:02
1;63,0898658421317;0,982958331850964;0,924670350097017;0,908912424843411;8817,92141814389;0,484916;1,79287862072307e-12;0,0191578364318467;2,576448;1;4;3;3;"SMAJYB04_20220408_111602.wav";2022-04-08 11:31:02
1;63,061413201888;0,982921254057569;0,924560823941956;0,908770484521527;8821,93020107606;0,533638;1,79076639183641e-12;0,0239012220360082;2,483539;1;4;3;4;"SMAJYB04_20220408_111602.wav";2022-04-08 11:26:02
1;63,008448417989;0,982838369790768;0,924158137050316;0,908298076847406;8819,07637591945;0,545706;1,78722104594302e-12;0,0411331304628672;2,46035;2;4;3;5;"SMAJYB04_20220408_111602.wav";2022-04-08 11:21:02
1;62,9981673423582;0,982953752188798;0,924473953139246;0,908715141039033;8815,83252642466;0,46336;1,7907486026365e-12;0,0184683819741065;2,616852;1;4;4;1;"SMAJYB04_20220408_114602.wav";2022-04-08 12:11:02
1;62,9617513944361;0,982942953499871;0,924399278572094;0,908631757092804;8823,74841158258;0,470191;1,79259350274288e-12;0,0179124518351034;2,604352;1;4;4;2;"SMAJYB04_20220408_114602.wav";2022-04-08 12:06:02
1;63,018229229712;0,982961745649064;0,924528578724949;0,908776225645923;8823,40617013101;0,46206;1,79397091201716e-12;0,0205667471828658;2,61973;1;4;4;3;"SMAJYB04_20220408_114602.wav";2022-04-08 12:01:02
1;62,9391251045445;0,982938171225821;0,924213104758581;0,908444339014338;8817,19341674597;0,513959;1,79085596731362e-12;0,023891842064627;2,520862;1;4;4;4;"SMAJYB04_20220408_114602.wav";2022-04-08 11:56:02
1;62,9541952775548;0,982947966607066;0,9243771830894;0,908614672495693;8816,68689058504;0,50486;1,79022272243308e-12;0,0219987243760611;2,538271;1;4;4;5;"SMAJYB04_20220408_114602.wav";2022-04-08 11:51:02
1;62,8438313192385;0,982957273886588;0,924071428403785;0,90832273214027;8809,73151912201;0,466104;1,79313582093667e-12;0,0194633267846151;2,611579;1;4;5;1;"SMAJYB04_20220408_121602.wav";2022-04-08 12:41:02
1;62,8314966137425;0,982975195100275;0,924074512346564;0,908342324061056;8815,65883467527;0,461851;1,79410096075976e-12;0,0170364631212517;2,619566;1;4;5;2;"SMAJYB04_20220408_121602.wav";2022-04-08 12:36:02
