"ACOC";"BIOAC";"HF";"HT";"H";"ACI";"AEI";"M";"NDSI";"ADI";"NP";"SM";"FILERANK";"5MNPERIOD";"FILE";"START"
1;18,6512783565883;0,938721066497984;0,91302202635675;0,857073010317758;12031,0351660466;0,664492;9,44006055975686e-13;-0,388329910742751;2,25137;18;2;1;1;"SMJYB02_20220408_104421.wav";2022-04-08 11:09:21
1;38,3348426175693;0,981496967664933;0,950929894313009;0,933334807730153;9267,52481581335;0,659931;1,76199674912265e-12;-0,0469621661167516;2,253304;13;2;1;2;"SMJYB02_20220408_104421.wav";2022-04-08 11:04:21
1;56,8438288100467;0,983080580874599;0,922386150592569;0,906779912715229;8824,19983067361;0,52024;1,79927543801758e-12;-0,098717951179262;2,520242;0;2;1;3;"SMJYB02_20220408_104421.wav";2022-04-08 10:59:21
1;56,4838826727009;0,983084342020051;0,921344869742801;0,905759715044651;8830,37421978503;0,51741;1,79904218629776e-12;-0,101646279427243;2,526588;0;2;1;4;"SMJYB02_20220408_104421.wav";2022-04-08 10:54:21
1;56,7456989602663;0,982745679415194;0,922813736883911;0,906891212827654;8831,95797927522;0,658414;1,78648958079291e-12;-0,123223816502871;2,229802;0;2;1;5;"SMJYB02_20220408_104421.wav";2022-04-08 10:49:21
1;56,3725105109642;0,983087213635053;0,92047895632527;0,904911092383511;8810,07896757982;0,506136;1,7999491421906e-12;-0,0945908313840002;2,549952;0;2;2;1;"SMJYB02_20220408_111402.wav";2022-04-08 11:39:02
1;57,0402194228425;0,983012025851342;0,921312613709079;0,905661378844556;8817,00734638151;0,56631;1,7995199733886e-12;-0,0539151492714678;2,421045;0;2;2;2;"SMJYB02_20220408_111402.wav";2022-04-08 11:34:02
1;57,7907557058012;0,982897103132521;0,922344229324636;0,906569471094183;8853,29875955904;0,579205;1,79333868892438e-12;-0,0137672131006393;2,397994;0;2;2;3;"SMJYB02_20220408_111402.wav";2022-04-08 11:29:02
1;56,6299939124234;0,983083381377764;0,921204959480858;0,905621286508408;8817,28286850478;0,500349;1,79794016892965e-12;-0,0915041081699785;2,564034;0;2;2;4;"SMJYB02_20220408_111402.wav";2022-04-08 11:24:02
1;56,5480583988891;0,982877266300983;0,921015457370922;0,905245154961681;8829,27842289279;0,618478;1,79337514384279e-12;-0,0809375590342228;2,312387;1;2;2;5;"SMJYB02_20220408_111402.wav";2022-04-08 11:19:02
1;56,8687261981228;0,983070645554182;0,920963494616508;0,905372177184486;8824,46133478837;0,54225;1,79831940911572e-12;-0,0706190140661717;2,470648;1;2;3;1;"SMJYB02_20220408_114402.wav";2022-04-08 12:09:02
1;56,5593238050381;0,983052211803846;0,921207512461899;0,905595082655988;8819,33282369113;0,559364;1,79858192641781e-12;-0,0951202614348603;2,433973;0;2;3;2;"SMJYB02_20220408_114402.wav";2022-04-08 12:04:02
1;57,6438068353195;0,983022674758356;0,924885004389261;0,909182930858625;8848,21084239215;0,550909;1,79628950669975e-12;-0,0734295929520058;2,454755;1;2;3;3;"SMJYB02_20220408_114402.wav";2022-04-08 11:59:02
1;56,9091700562428;0,983068186783636;0,921695392944741;0,906089418709017;8826,50161982286;0,519265;1,79595635444555e-12;-0,0773374901626486;2,522526;0;2;3;4;"SMJYB02_20220408_114402.wav";2022-04-08 11:54:02
1;56,7755200564938;0,983080066839597;0,920978140826083;0,905395252241113;8822,7863483859;0,507797;1,7999240554559e-12;-0,0723102083249293;2,54614;0;2;3;5;"SMJYB02_20220408_114402.wav";2022-04-08 11:49:02
1;58,5488936212386;0,982610204355969;0,92340781475587;0,907349941561164;8863,31357809127;0,613468;1,78425581970912e-12;0,0345683156118699;2,332172;1;2;4;1;"SMJYB02_20220408_121402.wav";2022-04-08 12:39:02
1;57,4853848434709;0,982993412680433;0,92136544002654;0,905696158217498;8834,17930214056;0,584597;1,79804415755729e-12;-0,0241747343240031;2,386359;0;2;4;2;"SMJYB02_20220408_121402.wav";2022-04-08 12:34:02
1;56,5541064274556;0,982892618714797;0,920229352387022;0,904486637985903;8820,52950198412;0,624551;1,79426911991204e-12;-0,0540055052623265;2,297873;0;2;4;3;"SMJYB02_20220408_121402.wav";2022-04-08 12:29:02
1;56,2130114077118;0,9830853792821;0,920725214494342;0,905151496705763;8816,79567068613;0,504807;1,79806540295424e-12;-0,0985755876093003;2,553119;0;2;4;4;"SMJYB02_20220408_121402.wav";2022-04-08 12:24:02
1;56,8370674065084;0,982985951502221;0,920848211142504;0,905180855019033;8821,65980288732;0,563077;1,79510092993848e-12;-0,061225947701122;2,427021;1;2;4;5;"SMJYB02_20220408_121402.wav";2022-04-08 12:19:02
1;56,5440616471077;0,983079953444456;0,921200142622613;0,905613393322465;8812,88249626669;0,537224;1,79991005014206e-12;-0,0857970425785078;2,480719;0;2;5;1;"SMJYB02_20220408_124402.wav";2022-04-08 13:09:02
1;56,3428350704747;0,983081833675259;0,920702867047703;0,905126262807324;8807,87114950592;0,503593;1,79997240559066e-12;-0,0916615064324537;2,556039;0;2;5;2;"SMJYB02_20220408_124402.wav";2022-04-08 13:04:02
1;56,3751402229067;0,983080984278526;0,92062403717388;0,905047984615369;8816,85515260845;0,505942;1,7987884575149e-12;-0,0971174444525689;2,551615;0;2;5;3;"SMJYB02_20220408_124402.wav";2022-04-08 12:59:02
1;56,5141974273367;0,983069243934288;0,920659425265357;0,905071965116591;8820,98954096913;0,5784;1,79854441707071e-12;-0,0953696056197563;2,393472;0;2;5;4;"SMJYB02_20220408_124402.wav";2022-04-08 12:54:02
1;56,1771768420769;0,98307557253022;0,919920983888502;0,904351847918753;8811,68627448473;0,6014;1,79984129861738e-12;-0,0992288501667249;2,344882;0;2;5;5;"SMJYB02_20220408_124402.wav";2022-04-08 12:49:02
1;56,3848856216534;0,983080577234161;0,920153010627824;0,904584552831753;8813,78556513791;0,524862;1,79806548765476e-12;-0,091755487378406;2,508031;0;2;6;1;"SMJYB02_20220408_131402.wav";2022-04-08 13:39:02
