"ACOC";"BIOAC";"HF";"HT";"H";"ACI";"AEI";"M";"ADI";"NP";"SM";"FILERANK";"5MNPERIOD";"FILE";"START"
0,195982222222222;14,5364194660968;0,923438790408185;0,939812294062144;0,867859128039487;11223,2313209391;0,626509;7,17900986244582e-13;2,425047;39;4;1;1;"SMAJYB04_20220410_094105.wav";NA
1;44,4512459154226;0,974423844357831;0,942093200392829;0,917998078070153;8420,13695843593;0,618564;1,56090798655567e-12;2,391367;20;4;1;2;"SMAJYB04_20220410_094105.wav";NA
1;21,3707101145293;0,97934887060047;0,895522262723191;0,877028716595534;8407,91181714072;0,571311;1,67170711724287e-12;2,451771;5;4;1;3;"SMAJYB04_20220410_094105.wav";NA
1;32,7443531739332;0,979881421568637;0,914480596981568;0,896082547367235;8267,23387463211;0,548035;1,69660962382762e-12;2,497742;2;4;1;4;"SMAJYB04_20220410_094105.wav";NA
1;36,1751778820031;0,978943169777145;0,913592285642641;0,894354927990954;8219,74847030533;0,556196;1,64409095328397e-12;2,469756;1;4;1;5;"SMAJYB04_20220410_094105.wav";NA
1;26,111824298879;0,979220500577893;0,906802254361481;0,887959357441012;10145,3834293522;0,436059;1,65893480349641e-12;2,715072;4;4;2;1;"SMAJYB04_20220410_101102.wav";NA
1;28,5099082485053;0,980070000696506;0,933892071356215;0,915279603024547;9681,84393830944;0,454021;1,70393087498017e-12;2,664218;6;4;2;2;"SMAJYB04_20220410_101102.wav";NA
1;36,9887141779717;0,978872952899416;0,953465245561314;0,933321340409571;9459,33419217089;0,493695;1,66818451234816e-12;2,589905;8;4;2;3;"SMAJYB04_20220410_101102.wav";NA
1;25,1254162875864;0,978206216434454;0,926448079612185;0,906257270680401;9719,44533551702;0,485179;1,66150487232347e-12;2,61145;0;4;2;4;"SMAJYB04_20220410_101102.wav";NA
1;24,5760164580479;0,97754643904426;0,909597047079015;0,889173354337265;9348,34253486275;0,547941;1,63872575897153e-12;2,49163;6;4;2;5;"SMAJYB04_20220410_101102.wav";NA
1;52,1145767924871;0,976599617707435;0,971773996990894;0,949034113959332;9035,57469128822;0,544028;1,61600495202453e-12;2,496754;5;4;3;1;"SMAJYB04_20220410_104102.wav";NA
1;33,2625211519774;0,976575583781544;0,938324405516671;0,916344704093913;8814,87860956627;0,554002;1,62565681889244e-12;2,479097;2;4;3;2;"SMAJYB04_20220410_104102.wav";NA
1;33,6734379293773;0,977828449878855;0,911932809637987;0,891713845641982;8621,69302773778;0,574601;1,65347846435948e-12;2,438414;1;4;3;3;"SMAJYB04_20220410_104102.wav";NA
1;49,067088343013;0,977432560258898;0,97133604915093;0,949415481393357;8651,48830757182;0,577425;1,63947289496222e-12;2,433535;3;4;3;4;"SMAJYB04_20220410_104102.wav";NA
1;33,1520411944583;0,975142341251879;0,95765923125294;0,933854064885467;8816,02041614076;0,594611;1,58391622212831e-12;2,412159;7;4;3;5;"SMAJYB04_20220410_104102.wav";NA
1;34,5728794049535;0,979413042753812;0,913389577624186;0,894585665440523;8216,6483448564;0,669698;1,68948828074949e-12;2,25298;3;4;4;1;"SMAJYB04_20220410_111102.wav";NA
1;29,920505735618;0,981288431149558;0,913250012447188;0,896161671961615;8129,94268143309;0,608752;1,7320370106697e-12;2,379079;4;4;4;2;"SMAJYB04_20220410_111102.wav";NA
1;32,2844841972601;0,980090030264625;0,913550488578109;0,895361725998782;8129,91274570607;0,61423;1,69231131526021e-12;2,374167;3;4;4;3;"SMAJYB04_20220410_111102.wav";NA
1;32,9470103893763;0,97919348346886;0,913715946759743;0,89470470080872;8184,27625322383;0,595717;1,66699605333693e-12;2,409391;5;4;4;4;"SMAJYB04_20220410_111102.wav";NA
1;27,741197723819;0,981768325839881;0,914016296084326;0,897352248797078;8014,97623881269;0,644202;1,73671503839186e-12;2,304507;5;4;4;5;"SMAJYB04_20220410_111102.wav";NA
1;28,7941230315633;0,979851593599314;0,949052535493722;0,929930639312993;10086,6378273544;0,463922;1,68808734360512e-12;2,660963;11;4;5;1;"SMAJYB04_20220410_114102.wav";NA
1;22,7128835176788;0,978019817138761;0,93506805196441;0,914515085194529;10014,5615369182;0,497428;1,64344403139979e-12;2,593789;15;4;5;2;"SMAJYB04_20220410_114102.wav";NA
1;24,7923989052685;0,979651919354569;0,91971971282701;0,901005181939213;9326,03620484086;0,538191;1,6936504205407e-12;2,506012;2;4;5;3;"SMAJYB04_20220410_114102.wav";NA
1;27,8102232621751;0,97795461361905;0,940905705767791;0,920163075936099;9392,45361074301;0,534854;1,64172918721301e-12;2,517215;10;4;5;4;"SMAJYB04_20220410_114102.wav";NA
1;52,2101957976332;0,977190282086628;0,979784212339862;0,957435610840415;8910,17213791369;0,565345;1,64213345365357e-12;2,45525;14;4;5;5;"SMAJYB04_20220410_114102.wav";NA
1;44,2101602114353;0,976725513494356;0,975018375982656;0,952325323948092;8665,144358453;0,571284;1,61720593219747e-12;2,450456;11;4;6;1;"SMAJYB04_20220410_121102.wav";NA
1;34,6140858091604;0,978517998624034;0,913207840086626;0,893590308009342;8368,02170342168;0,566108;1,65321119158748e-12;2,458943;2;4;6;2;"SMAJYB04_20220410_121102.wav";NA
0,999786666666667;36,6764601127432;0,971231881860211;0,912790700838173;0,88653143011956;8437,92592745416;0,67377;1,49344201583253e-12;2,266486;3;4;6;3;"SMAJYB04_20220410_121102.wav";NA
1;30,2753282803847;0,979795651046846;0,916118348172203;0,897608773383345;8177,86167713011;0,603476;1,69006538305368e-12;2,396786;7;4;6;4;"SMAJYB04_20220410_121102.wav";NA
1;30,4109378444863;0,97877134975555;0,916071800909595;0,896624833049281;8112,82167259091;0,775994;1,6522658390644e-12;1,944237;5;4;6;5;"SMAJYB04_20220410_121102.wav";NA
0,999395555555556;27,3457400435816;0,979811867804564;0,913980187788774;0,895528634933685;8034,11476542929;0,764337;1,71522668803181e-12;1,983713;5;4;7;1;"SMAJYB04_20220410_124102.wav";NA
0,963982222222222;28,2051120212831;0,979224367324168;0,914552391150983;0,895551986609627;8044,97762721686;0,786088;1,69877707081553e-12;1,906059;4;4;7;2;"SMAJYB04_20220410_124102.wav";NA
1;26,2374530740752;0,980944029325472;0,91818525450723;0,900688343223556;8024,48097781769;0,66706;1,71862748644486e-12;2,26459;4;4;7;3;"SMAJYB04_20220410_124102.wav";NA
1;27,6786302563457;0,981277557367213;0,918019902305494;0,900832327348823;8016,06385729393;0,622892;1,72256511974564e-12;2,364479;9;4;7;4;"SMAJYB04_20220410_124102.wav";NA
0,445013333333333;30,8824965666791;0,963476387646355;0,909708088306313;0,876482262734038;8046,85122067338;0,84712;1,40471888095017e-12;1,547327;6;4;7;5;"SMAJYB04_20220410_124102.wav";NA
1;29,9410498539837;0,978769695953587;0,904490395536793;0,885287789432486;7939,11566561589;0,716072;1,61285900062113e-12;2,116798;5;4;8;1;"SMAJYB04_20220410_131102.wav";NA
1;29,3979012664181;0,978038814733336;0,908403613024636;0,888453992982095;7993,61317799149;0,683671;1,59860164456573e-12;2,214948;7;4;8;2;"SMAJYB04_20220410_131102.wav";NA
1;28,653605596225;0,982189643519828;0,914396517856848;0,89811078990959;8021,80905915656;0,61616;1,76176146142537e-12;2,376357;12;4;8;3;"SMAJYB04_20220410_131102.wav";NA
1;23,9454035871065;0,982026555996346;0,918877461138274;0,902362068544286;7929,49363977079;0,566185;1,747728463066e-12;2,514343;4;4;8;4;"SMAJYB04_20220410_131102.wav";NA
1;25,5838171463974;0,982050295142633;0,919460017160823;0,902955981224637;8018,2264548084;0,522574;1,7397849608665e-12;2,611217;8;4;8;5;"SMAJYB04_20220410_131102.wav";NA
1;14,3151785972139;0,981051966076392;0,919439205011687;0,902017639764431;8138,11067592968;0,669744;1,7385017081136e-12;2,270579;14;4;9;1;"SMAJYB04_20220410_134102.wav";NA
0,999928888888889;31,9737894621753;0,97864586317159;0,913296095376317;0,893793445590799;8059,54753296626;0,646196;1,64674966077546e-12;2,319545;1;4;9;2;"SMAJYB04_20220410_134102.wav";NA
0,923911111111111;35,8931017187088;0,966070777025312;0,904515322777832;0,87382582070728;8063,12622642595;0,660403;1,33765854834322e-12;2,320038;2;4;9;3;"SMAJYB04_20220410_134102.wav";NA
1;26,8510952014152;0,981875865923384;0,916149175327607;0,899544764839788;7976,08096493839;0,585525;1,73581755641989e-12;2,43658;4;4;9;4;"SMAJYB04_20220410_134102.wav";NA
1;28,1364503247142;0,981811394075608;0,91630730117778;0,899640948771014;8006,7224303328;0,62469;1,74275037535983e-12;2,355705;3;4;9;5;"SMAJYB04_20220410_134102.wav";NA
1;32,036687411547;0,980893140225338;0,91427742633167;0,896808455751612;7993,69417634149;0,540234;1,71349309579475e-12;2,515358;0;4;10;1;"SMAJYB04_20220410_141102.wav";NA
0,738524444444444;56,2211798479231;0,977499017652093;0,984277296665122;0,962130090587414;8192,2532222515;0,622875;1,62067206757552e-12;2,375543;25;4;10;2;"SMAJYB04_20220410_141102.wav";NA
1;28,7733206972224;0,977354247871327;0,913091924271316;0,892414270883575;7937,65938743317;0,752822;1,6091234379444e-12;2,026507;6;4;10;3;"SMAJYB04_20220410_141102.wav";NA
1;24,7423388281151;0,981272705352875;0,920550949753308;0,903311520879587;7945,11515165049;0,790743;1,71640464241649e-12;1,873798;3;4;10;4;"SMAJYB04_20220410_141102.wav";NA
1;23,4739240432767;0,982442484019056;0,921903162675548;0,90571683316399;7909,16534807654;0,644181;1,76149481548203e-12;2,312907;3;4;10;5;"SMAJYB04_20220410_141102.wav";NA
1;27,8177826581788;0,982148711861279;0,914202949703502;0,897883249431076;7922,35059198557;0,588439;1,75080194301341e-12;2,426011;6;4;11;1;"SMAJYB04_20220410_144102.wav";NA
1;28,1259840032798;0,981199973309739;0,914977783844502;0,897776177087229;7970,83679031951;0,66035;1,72405317210989e-12;2,27808;8;4;11;2;"SMAJYB04_20220410_144102.wav";NA
1;30,9652703264867;0,981169140709231;0,912162221321464;0,894985422881404;7932,73365393252;0,616064;1,71734781765564e-12;2,364115;7;4;11;3;"SMAJYB04_20220410_144102.wav";NA
1;28,8117471768805;0,980916651928634;0,912514127185032;0,895100302475921;7926,22597556225;0,642798;1,71386100456655e-12;2,313957;3;4;11;4;"SMAJYB04_20220410_144102.wav";NA
0,585671111111111;30,8487278205999;0,980954633244723;0,930574459956631;0,912851328073663;7966,72296710897;0,897304;1,73985046656088e-12;1,137159;27;4;11;5;"SMAJYB04_20220410_144102.wav";NA
1;26,130659006122;0,98209665028899;0,918382114910313;0,901939998738737;7915,83601909098;0,497483;1,74322463074336e-12;2,650097;3;4;12;1;"SMAJYB04_20220410_151102.wav";NA
1;24,550740015308;0,982446022369186;0,91867647829531;0,902550051945359;7925,31166230447;0,578843;1,76932149897455e-12;2,466631;5;4;12;2;"SMAJYB04_20220410_151102.wav";NA
1;24,5385927307742;0,982576727918717;0,920723713884315;0,904681694105619;7928,23213908878;0,62039;1,77009097094153e-12;2,368473;5;4;12;3;"SMAJYB04_20220410_151102.wav";NA
1;25,667405834625;0,982051053794034;0,917519796528425;0,901051283057627;7958,52189384117;0,715059;1,75806740113379e-12;2,129713;5;4;12;4;"SMAJYB04_20220410_151102.wav";NA
1;25,5341553556759;0,982363927555213;0,917592804298951;0,90141007112752;7956,69002324539;0,546533;1,76085676365321e-12;2,557513;6;4;12;5;"SMAJYB04_20220410_151102.wav";NA
1;25,0596832398202;0,982195802188326;0,918289597459597;0,901940187818024;7926,55613778822;0,638438;1,75297924823482e-12;2,322067;3;4;13;1;"SMAJYB04_20220410_154102.wav";NA
1;24,4317064947975;0,982626415751734;0,918106801238375;0,902155995378154;7911,98520447856;0,566357;1,76647554407235e-12;2,511325;3;4;13;2;"SMAJYB04_20220410_154102.wav";NA
1;23,9268439809237;0,982019096001783;0,916668113816025;0,900185592463273;7902,28527154588;0,623248;1,75309865463401e-12;2,365637;3;4;13;3;"SMAJYB04_20220410_154102.wav";NA
1;26,6147566072733;0,980247742654297;0,906570950058778;0,888664127351079;7924,02019169174;0,67223;1,67472261905039e-12;2,22475;3;4;13;4;"SMAJYB04_20220410_154102.wav";NA
1;27,7102262233365;0,979814196213111;0,909116828302101;0,890765574386636;8033,40092579838;0,675893;1,65630053278109e-12;2,233516;4;4;13;5;"SMAJYB04_20220410_154102.wav";NA
1;24,067768410663;0,981632067562631;0,91635454772373;0,899523009302464;7923,79724838415;0,697016;1,73927386264734e-12;2,171278;4;4;14;1;"SMAJYB04_20220410_161102.wav";NA
1;24,6189459605766;0,980231248127788;0,912372528257982;0,894336062131827;7956,51457336793;0,706718;1,68174812799774e-12;2,15124;4;4;14;2;"SMAJYB04_20220410_161102.wav";NA
