"ACOC";"BIOAC";"HF";"HT";"H";"ACI";"AEI";"M";"NDSI";"ADI";"NP";"SM";"FILERANK";"5MNPERIOD";"FILE";"START"
0,630222222222222;18,9375620592719;0,926036925301043;0,923322517625033;0,855030745282704;12840,2317192672;0,569004;6,32929448596768e-13;-0,0185560699549758;2,586484;21;5;1;1;"SMJYB05_20220405_143700.wav";2022-04-05 15:07:00
0,405297777777778;17,5527226512775;0,929172304851668;0,952823561919244;0,88533726514548;9713,49504441123;0,500481;7,98582056113868e-13;0,684705887841685;2,726917;52;5;1;2;"SMJYB05_20220405_143700.wav";2022-04-05 15:02:00
1;53,8373313892761;0,976280289568835;0,936447480664977;0,914235217589609;8915,6569722423;0,526919;1,51619387741632e-12;0,61554249548515;2,544262;1;5;1;3;"SMJYB05_20220405_143700.wav";2022-04-05 14:57:00
1;51,8578451532706;0,973018621148032;0,940060120035831;0,914696001793518;8968,39563314467;0,592007;1,42898899681911e-12;0,632500883095854;2,451839;3;5;1;4;"SMJYB05_20220405_143700.wav";2022-04-05 14:52:00
1;37,7064912266789;0,981501641466311;0,927996755539117;0,910830338837054;8857,65754500262;0,560617;1,6954870456317e-12;0,626514076179642;2,500335;8;5;1;5;"SMJYB05_20220405_143700.wav";2022-04-05 14:47:00
1;43,7743773216234;0,975449103208618;0,927463893689157;0,904693823357462;8837,78265778139;0,59882;1,47738117132193e-12;0,731419870970569;2,430411;5;5;1;6;"SMJYB05_20220405_143700.wav";2022-04-05 14:42:00
0,999288888888889;51,4045764389226;0,973519898750566;0,938779896334945;0,913920909629062;8975,1592304819;0,695188;1,50175728578309e-12;0,5477290190484;2,229296;10;5;2;1;"SMJYB05_20220405_150702.wav";2022-04-05 15:32:02
1;64,4441677708128;0,970502000873433;0,942275115517561;0,914479884983038;8842,05743484722;0,582238;1,3144530118951e-12;0,509170686649553;2,445276;1;5;2;2;"SMJYB05_20220405_150702.wav";2022-04-05 15:27:02
1;49,874976525775;0,971188037236215;0,930481891835013;0,903672882215086;8831,6864000764;0,591635;1,36722218682596e-12;0,621947165116598;2,454039;1;5;2;3;"SMJYB05_20220405_150702.wav";2022-04-05 15:22:02
1;44,5843324966355;0,978199637613188;0,928986222100454;0,908733985806309;8841,45064093186;0,576425;1,5617298492036e-12;0,613359904914168;2,461962;4;5;2;4;"SMJYB05_20220405_150702.wav";2022-04-05 15:17:02
1;40,5185548839115;0,979331712161541;0,929597528455764;0,91038433916372;8851,94329768914;0,540168;1,60942539920359e-12;0,492701778955294;2,535297;4;5;2;5;"SMJYB05_20220405_150702.wav";2022-04-05 15:12:02
1;50,8807441827692;0,975696310960423;0,932204485674557;0,909548477733423;8841,01996255817;0,539528;1,47637460367462e-12;0,555739529341352;2,524345;1;5;3;1;"SMJYB05_20220405_153702.wav";2022-04-05 16:02:02
1;48,0184885358192;0,978680560205394;0,92970386999032;0,909883104307249;8834,10109187489;0,490957;1,55648045716273e-12;0,605439756843288;2,607231;2;5;3;2;"SMJYB05_20220405_153702.wav";2022-04-05 15:57:02
1;31,7074160905183;0,983537097014856;0,929830648611386;0,914522936850683;8838,90083562848;0,575557;1,79136312496645e-12;0,467505952114242;2,482728;9;5;3;3;"SMJYB05_20220405_153702.wav";2022-04-05 15:52:02
1;31,6017740277043;0,983516458969884;0,927187262436957;0,911903933153977;8848,51627973953;0,534601;1,81755498445527e-12;0,597504999696696;2,59028;8;5;3;4;"SMJYB05_20220405_153702.wav";2022-04-05 15:47:02
1;40,7984314425772;0,978688827953939;0,928335233458489;0,908551321581835;8843,36690462048;0,645293;1,62114615391374e-12;0,558444939988105;2,321839;4;5;3;5;"SMJYB05_20220405_153702.wav";2022-04-05 15:42:02
1;34,90721236855;0,9789543272385;0,923585698307418;0,904148215933638;8841,96141323996;0,649553;1,62566182337005e-12;0,881717586514714;2,280017;7;5;4;1;"SMJYB05_20220405_160702.wav";2022-04-05 16:32:02
1;34,5332151433385;0,980886450619037;0,923249167802212;0,905602599242492;8840,41791773463;0,576371;1,67100789234622e-12;0,852144558434754;2,463846;7;5;4;2;"SMJYB05_20220405_160702.wav";2022-04-05 16:27:02
1;35,809636730576;0,980812199178303;0,92701325622957;0,909225910509965;8819,45687773227;0,630318;1,69333736284541e-12;0,825745568029583;2,340547;4;5;4;3;"SMJYB05_20220405_160702.wav";2022-04-05 16:22:02
0,999964444444444;43,6734615161882;0,97509938554695;0,942157489452507;0,918697189053597;8966,28472055701;0,627735;1,65355830293778e-12;0,765230998203982;2,387755;31;5;4;4;"SMJYB05_20220405_160702.wav";2022-04-05 16:17:02
1;30,1911311550879;0,984281553000575;0,930548676141712;0,915921896095394;8824,97215412961;0,396559;1,83707118167226e-12;0,701453417022717;2,86458;4;5;4;5;"SMJYB05_20220405_160702.wav";2022-04-05 16:12:02
1;33,2387699649192;0,9799060363793;0,926179447434942;0,907568831311944;8821,91217000268;0,733455;1,6827881113251e-12;0,276497549689418;2,090966;4;5;5;1;"SMJYB05_20220405_163702.wav";2022-04-05 16:57:02
1;40,4759743518082;0,970267474785405;0,917825292299332;0,890536028653448;8766,90299042086;0,79156;1,34584507961538e-12;-0,451727144638542;1,872751;5;5;5;2;"SMJYB05_20220405_163702.wav";2022-04-05 16:52:02
1;36,816597484606;0,981498913489608;0,922050375650105;0,904991441883263;8879,67629808214;0,655976;1,71438092372396e-12;0,978174515340862;2,304601;10;5;5;3;"SMJYB05_20220405_163702.wav";2022-04-05 16:47:02
1;32,004930442678;0,980636740508175;0,919509002841749;0,901704311414655;8841,22582165503;0,717146;1,67546576311294e-12;0,980272894479327;2,130207;4;5;5;4;"SMJYB05_20220405_163702.wav";2022-04-05 16:42:02
0,999608888888889;61,1136168913639;0,96413548654336;0,960152685925258;0,925717277000462;8920,17800379704;0,656663;1,32231080680769e-12;0,699294734081902;2,348222;63;5;6;1;"SMJYB05_20220406_143700.wav";2022-04-06 15:07:00
0,880284444444444;50,666360765618;0,970651384013233;0,929163791701895;0,901894120390428;8860,90252302643;0,700153;1,37866112358491e-12;0,337395277837391;2,198333;4;5;6;2;"SMJYB05_20220406_143700.wav";2022-04-06 15:02:00
1;43,9783073421049;0,978186417844944;0,927869039999272;0,907628892466115;8865,91161305801;0,632194;1,60276147736672e-12;0,661776354251018;2,352371;3;5;6;3;"SMJYB05_20220406_143700.wav";2022-04-06 14:57:00
1;57,0760913190112;0,970418275733291;0,935018168581219;0,907358718933886;8865,64150023389;0,587529;1,37529878148831e-12;0,629980364919985;2,461345;4;5;6;4;"SMJYB05_20220406_143700.wav";2022-04-06 14:52:00
1;46,7108075204168;0,97822469180391;0,933072082986696;0,912754150810493;8904,29695697512;0,580184;1,58549106718618e-12;0,549934773694188;2,467702;15;5;6;5;"SMJYB05_20220406_143700.wav";2022-04-06 14:47:00
1;41,3206150784302;0,979550980320063;0,928067811867602;0,909089734918405;8839,64463902762;0,602372;1,63421606800262e-12;0,530255653541926;2,406098;3;5;6;6;"SMJYB05_20220406_143700.wav";2022-04-06 14:42:00
1;53,4421152446698;0,971665384341227;0,933465901174672;0,907016503634317;8867,60767931321;0,542461;1,39043234973122e-12;0,607619271835987;2,541467;3;5;7;1;"SMJYB05_20220406_150702.wav";2022-04-06 15:32:02
1;45,3247583609628;0,979438234716395;0,930539551526875;0,911406015681268;8889,27948725981;0,487857;1,62786543068856e-12;0,56090854929423;2,634884;2;5;7;2;"SMJYB05_20220406_150702.wav";2022-04-06 15:27:02
1;41,7902817824931;0,981806025654046;0,930930687016207;0,913993357978772;8904,26991441394;0,518099;1,7125891980784e-12;0,462966031861125;2,566522;1;5;7;3;"SMJYB05_20220406_150702.wav";2022-04-06 15:22:02
1;46,8367220385272;0,977465806086524;0,933890084417709;0,912845624161568;8961,15539698926;0,56854;1,59131222860853e-12;0,637938761041689;2,482283;4;5;7;4;"SMJYB05_20220406_150702.wav";2022-04-06 15:17:02
1;49,5697100231871;0,974743320083309;0,931574885388053;0,908046396689379;8887,75831816998;0,505378;1,48119344939677e-12;0,609485113652741;2,594919;1;5;7;5;"SMJYB05_20220406_150702.wav";2022-04-06 15:12:02
1;56,3510522055443;0,968696225442239;0,94012706993433;0,910697544081457;8922,22614531942;0,616419;1,29007315498285e-12;0,6197495278789;2,401584;2;5;8;1;"SMJYB05_20220406_153702.wav";2022-04-06 16:02:02
1;55,3307001613515;0,969588437105784;0,933300105512273;0,904916990654308;8859,22979085792;0,554884;1,28366449676947e-12;0,623566438093771;2,510759;0;5;8;2;"SMJYB05_20220406_153702.wav";2022-04-06 15:57:02
1;52,4099584651554;0,976641844927012;0,932318511295671;0,91054127093141;8861,6482442136;0,606184;1,53588032710914e-12;0,558461203114809;2,401134;2;5;8;3;"SMJYB05_20220406_153702.wav";2022-04-06 15:52:02
